claim_id,policy_id,customer_id,claim_date,claim_type,claim_amount,claim_status,days_to_settle,fraud_indicator,adjuster_id
CLM0011046,POL0054157,CUST011459,2024-11-20,Disability,243087.93,Approved,60.0,0,ADJ012
CLM0011047,POL0038142,CUST012996,2025-06-23,Property,14033.02,Approved,6.0,0,ADJ042
CLM0011048,POL0008053,CUST008682,2025-06-21,Cyber,15381.96,Approved,20.0,0,ADJ006
CLM0011049,POL0068403,CUST001037,2023-11-06,Vision,39545.28,Approved,71.0,0,ADJ049
CLM0011050,POL0051311,CUST010202,2025-06-24,Medical,27753.08,Approved,8.0,0,ADJ049
CLM0011052,POL0039819,CUST007184,2025-06-27,Fire,50177.23,Approved,14.0,0,ADJ002
CLM0011053,POL0055084,CUST009489,2024-01-24,Disability,223964.38,Approved,42.0,0,ADJ031
CLM0011054,POL0058042,CUST002622,2022-03-27,Death,174452.13,Approved,66.0,0,ADJ001
CLM0011055,POL0008889,CUST007273,2022-01-15,Water Damage,39577.22,Approved,46.0,0,ADJ042
CLM0011056,POL0022089,CUST004170,2021-12-26,Disability,152335.06,Approved,13.0,0,ADJ008
CLM0011057,POL0037069,CUST011352,2024-10-09,Trip Cancellation,10000.0,Approved,7.0,0,ADJ032
CLM0011058,POL0010659,CUST003343,2025-05-18,Water Damage,81821.08,Approved,56.0,0,ADJ021
CLM0011059,POL0030246,CUST014816,2025-05-08,Liability,1767.7,Approved,37.0,0,ADJ045
CLM0011060,POL0028852,CUST000004,2024-10-17,Water Damage,103580.85,Approved,3.0,0,ADJ050
CLM0011061,POL0006494,CUST003689,2024-10-06,Trip Cancellation,7696.69,Pending,,0,ADJ043
CLM0011062,POL0058865,CUST004520,2023-12-25,Theft,3207.89,Approved,21.0,0,ADJ028
CLM0011063,POL0026393,CUST012429,2023-06-30,Disability,275993.74,Approved,39.0,0,ADJ036
CLM0011064,POL0021584,CUST008743,2024-02-07,Vision,28838.36,Approved,22.0,0,ADJ012
CLM0011065,POL0021671,CUST010769,2024-11-20,Collision,92477.55,Approved,19.0,0,ADJ007
CLM0011066,POL0018111,CUST005794,2021-07-13,Fire,12360.14,Approved,7.0,0,ADJ025
CLM0011067,POL0052799,CUST009153,2022-04-14,Water Damage,64207.81,Under Investigation,,0,ADJ017
CLM0011068,POL0016258,CUST003664,2022-12-04,Comprehensive,2429.39,Approved,5.0,0,ADJ018
CLM0011069,POL0018472,CUST010191,2021-02-28,Vandalism,5115.74,Approved,86.0,0,ADJ045
CLM0011070,POL0041881,CUST002108,2025-02-16,Theft,35888.89,Denied,32.0,0,ADJ033
CLM0011071,POL0051866,CUST000631,2025-07-01,Medical,50000.0,Pending,,0,ADJ029
CLM0011072,POL0038009,CUST006623,2025-04-26,Disability,304228.52,Approved,227.0,0,ADJ027
CLM0011073,POL0019031,CUST002442,2025-06-22,Death,162699.9,Under Investigation,,1,ADJ021
CLM0011074,POL0013917,CUST001505,2024-06-18,Fire,131533.95,Approved,17.0,0,ADJ009
CLM0011075,POL0066939,CUST008732,2025-01-06,Storm,48526.37,Approved,9.0,0,ADJ042
CLM0011076,POL0069048,CUST014008,2022-03-15,Liability,3544.89,Approved,10.0,0,ADJ006
CLM0011077,POL0021203,CUST010118,2023-03-27,Lost Luggage,6788.49,Approved,50.0,0,ADJ001
CLM0011078,POL0005837,CUST010438,2025-05-22,Fire,31963.39,Approved,2.0,0,ADJ028
CLM0011079,POL0037380,CUST004629,2023-07-27,Vandalism,10467.88,Approved,16.0,0,ADJ021
CLM0011080,POL0008503,CUST005925,2023-01-03,Critical Illness,333085.0,Approved,64.0,0,ADJ049
CLM0011081,POL0043232,CUST012524,2023-11-01,Medical,50000.0,Approved,18.0,0,ADJ003
CLM0011082,POL0057661,CUST009376,2022-11-26,Mental Health,50000.0,Approved,39.0,0,ADJ042
CLM0011083,POL0037186,CUST004743,2022-05-19,Liability,17289.28,Denied,19.0,0,ADJ035
CLM0011084,POL0035825,CUST007043,2025-03-17,Comprehensive,6009.91,Approved,1.0,0,ADJ045
CLM0011086,POL0038036,CUST001998,2025-07-01,Liability,4067.33,Approved,100.0,0,ADJ023
CLM0011087,POL0037638,CUST005707,2024-01-03,Collision,2244.09,Approved,23.0,0,ADJ012
CLM0011089,POL0042009,CUST006934,2022-05-17,Liability,97326.0,Approved,5.0,0,ADJ027
CLM0011090,POL0074661,CUST005266,2022-03-16,Vision,13503.72,Approved,16.0,0,ADJ023
CLM0011091,POL0047851,CUST008180,2022-03-25,Theft,201545.0,Pending,,1,ADJ047
CLM0011092,POL0071984,CUST002675,2023-12-31,Death,555233.74,Pending,,0,ADJ006
CLM0011093,POL0074652,CUST011875,2023-10-06,Theft,4780.53,Under Investigation,,0,ADJ004
CLM0011094,POL0057970,CUST008595,2022-06-16,Liability,30012.03,Approved,16.0,0,ADJ033
CLM0011095,POL0017426,CUST011509,2024-07-10,Liability,17954.81,Approved,19.0,0,ADJ007
CLM0011096,POL0028360,CUST010023,2025-01-10,Mental Health,17208.08,Approved,11.0,0,ADJ041
CLM0011098,POL0007670,CUST005400,2024-07-31,Vision,9070.47,Denied,83.0,0,ADJ016
CLM0011099,POL0039984,CUST014041,2021-09-18,Death,210510.49,Approved,31.0,0,ADJ032
CLM0011100,POL0073573,CUST011440,2025-03-11,Vandalism,18620.51,Approved,8.0,0,ADJ032
CLM0011101,POL0051561,CUST000157,2022-03-05,Critical Illness,855084.0,Approved,3.0,0,ADJ036
CLM0011103,POL0071394,CUST006935,2025-02-14,Critical Illness,211472.27,Approved,3.0,0,ADJ046
CLM0011104,POL0052716,CUST011163,2020-12-13,Liability,82664.93,Approved,59.0,0,ADJ010
CLM0011105,POL0003026,CUST010237,2023-09-10,Liability,7561.38,Approved,35.0,0,ADJ050
CLM0011106,POL0023532,CUST005748,2024-11-07,Theft,18815.36,Approved,9.0,0,ADJ033
CLM0011107,POL0070777,CUST000884,2023-07-11,Liability,4857.33,Approved,49.0,0,ADJ005
CLM0011108,POL0036156,CUST003313,2024-03-01,Critical Illness,496188.78,Denied,4.0,0,ADJ045
CLM0011109,POL0003668,CUST012663,2025-05-14,Medical Emergency,10000.0,Approved,97.0,0,ADJ020
CLM0011110,POL0009745,CUST011124,2021-05-28,Disability,365580.18,Approved,22.0,0,ADJ016
CLM0011112,POL0060498,CUST004725,2022-06-22,Liability,32538.22,Approved,14.0,0,ADJ018
CLM0011113,POL0057304,CUST011681,2023-01-31,Death,913588.97,Approved,22.0,0,ADJ036
CLM0011114,POL0020687,CUST002255,2021-10-07,Disability,274158.46,Approved,27.0,0,ADJ013
CLM0011115,POL0014713,CUST012435,2025-03-30,Critical Illness,583161.25,Approved,55.0,0,ADJ020
CLM0011116,POL0024230,CUST003219,2020-08-21,Critical Illness,354429.64,Approved,6.0,0,ADJ015
CLM0011117,POL0059691,CUST004454,2024-09-30,Liability,41175.96,Approved,2.0,0,ADJ046
CLM0011118,POL0015104,CUST013086,2024-03-08,Comprehensive,2259.67,Approved,6.0,0,ADJ012
CLM0011119,POL0049176,CUST010663,2024-05-05,Critical Illness,1199257.77,Denied,6.0,0,ADJ014
CLM0011120,POL0064453,CUST013860,2024-12-09,Storm,29721.92,Approved,47.0,0,ADJ035
CLM0011123,POL0055440,CUST013698,2023-10-19,Liability,8779.71,Approved,1.0,0,ADJ047
CLM0011124,POL0070258,CUST000601,2023-09-16,Theft,34010.89,Approved,48.0,0,ADJ007
CLM0011125,POL0061095,CUST011049,2020-10-09,Theft,2597.68,Pending,,0,ADJ032
CLM0011126,POL0012598,CUST011726,2022-05-07,Vision,21112.5,Approved,19.0,0,ADJ036
CLM0011127,POL0047453,CUST003974,2025-05-11,Fire,38916.68,Pending,,0,ADJ021
CLM0011128,POL0032163,CUST005217,2025-05-16,Vision,9848.77,Approved,54.0,0,ADJ031
CLM0011129,POL0072843,CUST005815,2024-12-31,Liability,24055.87,Denied,43.0,0,ADJ017
CLM0011130,POL0027995,CUST001224,2021-04-19,Theft,6033.24,Pending,,0,ADJ026
CLM0011131,POL0005608,CUST000066,2025-03-20,Dental,50000.0,Approved,19.0,0,ADJ018
CLM0011132,POL0010315,CUST004415,2024-02-15,Collision,18567.38,Approved,21.0,0,ADJ044
CLM0011134,POL0002669,CUST002277,2021-12-26,Theft,22285.97,Approved,61.0,0,ADJ044
CLM0011135,POL0059083,CUST001954,2024-10-04,Liability,43603.41,Pending,,0,ADJ049
CLM0011136,POL0059763,CUST001610,2024-07-22,Theft,22154.59,Approved,18.0,0,ADJ027
CLM0011137,POL0066225,CUST000253,2024-12-12,Liability,8642.16,Denied,96.0,0,ADJ045
CLM0011139,POL0024829,CUST014425,2022-11-29,Fire,41946.78,Approved,22.0,0,ADJ044
CLM0011140,POL0072118,CUST002596,2021-05-22,Critical Illness,1380562.6,Approved,26.0,0,ADJ014
CLM0011141,POL0041853,CUST012299,2020-11-10,Theft,16635.94,Approved,6.0,0,ADJ017
CLM0011142,POL0025657,CUST009195,2023-10-22,Collision,12054.5,Approved,8.0,0,ADJ029
CLM0011144,POL0028924,CUST000151,2024-09-22,Liability,51719.3,Pending,,0,ADJ014
CLM0011145,POL0035113,CUST002925,2023-05-15,Vandalism,8332.51,Approved,32.0,0,ADJ039
CLM0011146,POL0050730,CUST006143,2023-08-26,Water Damage,49766.74,Approved,72.0,0,ADJ044
CLM0011147,POL0039192,CUST012136,2021-11-20,Critical Illness,217570.62,Approved,66.0,0,ADJ041
CLM0011148,POL0046932,CUST012680,2024-11-13,Liability,37656.37,Approved,44.0,0,ADJ025
CLM0011149,POL0072835,CUST010526,2023-11-26,Critical Illness,341461.68,Approved,5.0,0,ADJ020
CLM0011150,POL0001825,CUST000410,2025-03-04,Critical Illness,565484.69,Approved,7.0,0,ADJ011
CLM0011151,POL0045949,CUST012553,2025-05-20,Vandalism,18933.69,Approved,11.0,0,ADJ041
CLM0011152,POL0032608,CUST007468,2021-07-31,Storm,13675.83,Approved,13.0,0,ADJ047
CLM0011153,POL0042552,CUST007876,2021-09-16,Water Damage,76081.86,Approved,1.0,0,ADJ005
CLM0011154,POL0063540,CUST007428,2025-07-02,Theft,5230.19,Under Investigation,,1,ADJ043
CLM0011155,POL0046683,CUST005488,2024-01-12,Liability,9851.08,Approved,100.0,0,ADJ015
CLM0011156,POL0058298,CUST002799,2025-06-27,Theft,1829.15,Denied,95.0,1,ADJ026
CLM0011157,POL0004479,CUST004988,2022-07-18,Death,820197.28,Pending,,0,ADJ032
CLM0011158,POL0029965,CUST000324,2020-10-27,Theft,4109.01,Approved,16.0,0,ADJ033
CLM0011160,POL0022878,CUST010098,2025-02-17,Liability,41863.52,Approved,29.0,0,ADJ009
CLM0011161,POL0062667,CUST000655,2021-07-12,Storm,43809.74,Approved,9.0,0,ADJ030
CLM0011163,POL0061290,CUST013385,2025-05-12,Collision,2718.76,Approved,33.0,0,ADJ002
CLM0011164,POL0058853,CUST005431,2025-07-02,Water Damage,33532.37,Denied,24.0,1,ADJ007
CLM0011165,POL0000674,CUST005054,2023-07-18,Fire,45144.11,Approved,63.0,0,ADJ048
CLM0011166,POL0031611,CUST008295,2024-04-03,Vandalism,19443.32,Approved,7.0,0,ADJ020
CLM0011167,POL0013892,CUST009860,2025-05-26,Collision,30321.36,Approved,34.0,0,ADJ020
CLM0011169,POL0042439,CUST004632,2024-11-25,Vision,50000.0,Approved,60.0,0,ADJ033
CLM0011171,POL0036805,CUST008414,2023-06-25,Storm,54191.95,Approved,42.0,0,ADJ006
CLM0011172,POL0011250,CUST008594,2025-06-01,Death,309793.2,Denied,11.0,1,ADJ044
CLM0011173,POL0060384,CUST008137,2025-06-12,Mental Health,50000.0,Approved,64.0,0,ADJ002
CLM0011175,POL0052158,CUST006580,2021-04-08,Collision,2913.34,Approved,20.0,0,ADJ005
CLM0011176,POL0043195,CUST003941,2025-03-23,Disability,372472.89,Approved,83.0,0,ADJ038
CLM0011177,POL0049673,CUST008779,2023-03-21,Dental,2616.49,Approved,1.0,0,ADJ036
CLM0011178,POL0024642,CUST014741,2021-04-07,Liability,4128.01,Approved,7.0,0,ADJ041
CLM0011179,POL0067546,CUST004501,2022-12-02,Theft,17773.99,Approved,0.0,0,ADJ007
CLM0011181,POL0048528,CUST001944,2021-06-30,Theft,11487.83,Approved,10.0,0,ADJ047
CLM0011182,POL0014321,CUST011572,2022-12-10,Liability,19333.42,Approved,66.0,0,ADJ007
CLM0011183,POL0003366,CUST012997,2025-06-14,Trip Cancellation,5590.59,Approved,50.0,1,ADJ041
CLM0011184,POL0019930,CUST010879,2023-01-10,Vandalism,8525.43,Approved,57.0,0,ADJ007
CLM0011185,POL0041905,CUST009518,2023-11-08,Dental,34497.75,Approved,14.0,0,ADJ038
CLM0011186,POL0066462,CUST009847,2024-08-27,Medical Emergency,10000.0,Denied,3.0,0,ADJ031
CLM0011187,POL0044728,CUST012603,2025-04-04,Comprehensive,3825.08,Approved,4.0,0,ADJ034
CLM0011188,POL0045845,CUST004613,2023-01-09,Death,247082.46,Approved,1.0,0,ADJ007
CLM0011190,POL0027888,CUST003647,2023-08-05,Comprehensive,11294.1,Approved,2.0,0,ADJ024
CLM0011191,POL0003197,CUST001061,2024-06-04,Vision,28124.44,Denied,32.0,0,ADJ017
CLM0011192,POL0048073,CUST005282,2024-02-04,Vision,7572.81,Approved,1.0,0,ADJ030
CLM0011193,POL0012714,CUST006391,2020-08-18,Disability,498220.48,Denied,81.0,0,ADJ023
CLM0011194,POL0029334,CUST006130,2023-02-26,Death,818335.43,Pending,,0,ADJ037
CLM0011195,POL0018358,CUST011497,2022-08-14,Mental Health,50000.0,Approved,35.0,0,ADJ022
CLM0011196,POL0045470,CUST008399,2025-05-08,Liability,44852.58,Approved,47.0,0,ADJ016
CLM0011197,POL0022426,CUST000427,2023-01-05,Dental,50000.0,Approved,51.0,0,ADJ005
CLM0011198,POL0000732,CUST011685,2025-03-03,Theft,45723.89,Approved,2.0,0,ADJ004
CLM0011199,POL0035929,CUST013817,2024-09-04,Dental,41761.42,Denied,27.0,0,ADJ012
CLM0011200,POL0023235,CUST011239,2024-12-18,Liability,2593.75,Approved,150.0,0,ADJ039
CLM0011201,POL0021549,CUST006823,2025-06-25,Theft,18312.93,Approved,27.0,1,ADJ023
CLM0011203,POL0062527,CUST012787,2025-06-17,Fire,22646.04,Approved,0.0,0,ADJ007
CLM0011204,POL0037387,CUST009135,2025-05-10,Fire,10271.58,Approved,41.0,0,ADJ043
CLM0011205,POL0010606,CUST013154,2022-08-24,Water Damage,31708.94,Approved,20.0,0,ADJ038
CLM0011206,POL0068010,CUST002971,2025-06-19,Mental Health,3453.89,Approved,32.0,1,ADJ012
CLM0011207,POL0019291,CUST002784,2025-02-23,Theft,38712.83,Approved,15.0,0,ADJ024
CLM0011208,POL0002491,CUST006806,2021-06-20,Fire,12361.09,Approved,8.0,0,ADJ025
CLM0011209,POL0060788,CUST012741,2024-03-04,Dental,4469.11,Approved,14.0,0,ADJ011
CLM0011210,POL0015239,CUST001051,2025-05-04,Theft,16080.34,Approved,11.0,0,ADJ031
CLM0011211,POL0019761,CUST013346,2023-04-21,Collision,6708.54,Approved,94.0,0,ADJ023
CLM0011212,POL0047771,CUST012354,2023-03-02,Death,301797.38,Approved,53.0,0,ADJ041
CLM0011213,POL0013938,CUST006291,2022-08-20,Critical Illness,1782674.58,Pending,,0,ADJ040
CLM0011214,POL0004015,CUST007621,2022-01-22,Vandalism,66539.61,Pending,,0,ADJ019
CLM0011216,POL0036861,CUST014847,2023-01-24,Fire,86280.06,Approved,5.0,0,ADJ024
CLM0011217,POL0034143,CUST011565,2022-10-02,Liability,12789.55,Approved,1.0,0,ADJ047
CLM0011218,POL0004232,CUST014623,2021-11-18,Disability,566446.0,Approved,49.0,0,ADJ005
CLM0011219,POL0055956,CUST007331,2021-12-19,Storm,59174.21,Denied,48.0,0,ADJ011
CLM0011221,POL0004769,CUST007950,2024-08-09,Theft,38832.76,Approved,5.0,0,ADJ018
CLM0011222,POL0033231,CUST006440,2022-10-22,Storm,6832.22,Approved,16.0,0,ADJ038
CLM0011223,POL0043128,CUST004093,2022-09-11,Liability,33696.29,Approved,7.0,0,ADJ033
CLM0011224,POL0003087,CUST014883,2024-05-19,Vandalism,5825.28,Approved,7.0,0,ADJ031
CLM0011225,POL0024803,CUST004163,2025-05-18,Collision,7604.44,Approved,11.0,0,ADJ003
CLM0011226,POL0036777,CUST009012,2021-07-23,Mental Health,50000.0,Approved,57.0,0,ADJ036
CLM0011227,POL0031243,CUST000787,2022-02-10,Disability,330593.76,Approved,116.0,0,ADJ025
CLM0011228,POL0012983,CUST003362,2025-05-25,Theft,2162.99,Approved,25.0,0,ADJ045
CLM0011229,POL0002082,CUST013408,2022-03-08,Disability,614938.77,Approved,89.0,0,ADJ036
CLM0011230,POL0016799,CUST004705,2024-05-11,Disability,350108.38,Pending,,0,ADJ011
CLM0011231,POL0049146,CUST000455,2025-06-23,Death,767750.25,Approved,10.0,0,ADJ039
CLM0011232,POL0072101,CUST006348,2023-12-16,Comprehensive,6815.79,Approved,8.0,0,ADJ021
CLM0011233,POL0030600,CUST009399,2022-03-12,Disability,301893.25,Approved,40.0,0,ADJ014
CLM0011234,POL0030243,CUST003185,2023-03-29,Trip Cancellation,10000.0,Approved,30.0,0,ADJ018
CLM0011235,POL0038818,CUST000645,2020-11-12,Disability,275076.98,Approved,74.0,0,ADJ032
CLM0011236,POL0030736,CUST004984,2024-02-20,Fire,47870.69,Approved,33.0,0,ADJ008
CLM0011237,POL0074364,CUST009080,2023-09-28,Dental,50000.0,Approved,256.0,0,ADJ021
CLM0011238,POL0051052,CUST010596,2024-08-25,Theft,8955.36,Approved,19.0,0,ADJ041
CLM0011239,POL0065298,CUST003319,2023-04-28,Death,904127.94,Approved,193.0,0,ADJ024
CLM0011240,POL0020117,CUST000127,2025-01-21,Liability,4447.96,Approved,16.0,0,ADJ017
CLM0011241,POL0051774,CUST006504,2024-11-06,Theft,73106.98,Approved,57.0,0,ADJ020
CLM0011243,POL0055851,CUST005623,2022-02-24,Dental,3241.42,Approved,33.0,0,ADJ029
CLM0011244,POL0015656,CUST000134,2023-11-11,Death,277409.37,Denied,57.0,0,ADJ001
CLM0011245,POL0021731,CUST009004,2023-09-29,Liability,8791.45,Denied,6.0,0,ADJ048
CLM0011246,POL0034206,CUST004013,2024-09-12,Vandalism,5768.45,Approved,7.0,0,ADJ026
CLM0011247,POL0041815,CUST000737,2024-08-04,Storm,262404.82,Approved,47.0,0,ADJ022
CLM0011248,POL0053814,CUST011393,2023-03-17,Critical Illness,341346.0,Denied,120.0,0,ADJ016
CLM0011249,POL0059882,CUST010065,2024-04-07,Fire,47191.65,Approved,14.0,0,ADJ049
CLM0011250,POL0000721,CUST003522,2021-04-19,Medical,23366.41,Approved,10.0,0,ADJ015
CLM0011251,POL0070456,CUST012380,2024-04-28,Medical Emergency,8655.88,Approved,102.0,0,ADJ003
CLM0011252,POL0055491,CUST011048,2022-10-11,Vandalism,35313.27,Pending,,0,ADJ045
CLM0011253,POL0020872,CUST000901,2021-07-03,Critical Illness,261690.02,Approved,56.0,0,ADJ027
CLM0011254,POL0009405,CUST005202,2021-08-05,Dental,25743.5,Approved,0.0,0,ADJ001
CLM0011255,POL0059995,CUST000940,2022-01-18,Vision,15195.97,Approved,25.0,0,ADJ021
CLM0011256,POL0068343,CUST013720,2023-07-26,Fire,121490.26,Approved,63.0,0,ADJ019
CLM0011257,POL0049899,CUST008752,2025-06-15,Collision,34228.38,Denied,57.0,0,ADJ021
CLM0011258,POL0010534,CUST011417,2021-09-19,Trip Cancellation,10000.0,Approved,69.0,0,ADJ046
CLM0011259,POL0005944,CUST014778,2025-05-12,Medical Emergency,1388.53,Approved,110.0,0,ADJ034
CLM0011261,POL0062822,CUST002489,2025-07-02,Vandalism,5208.25,Pending,,0,ADJ045
CLM0011262,POL0056936,CUST013580,2021-12-21,Collision,3987.5,Approved,25.0,0,ADJ044
CLM0011263,POL0052577,CUST009113,2022-02-10,Workers Comp,10939.06,Approved,10.0,0,ADJ032
CLM0011264,POL0030990,CUST002431,2025-07-01,Medical,11491.08,Denied,17.0,1,ADJ005
CLM0011265,POL0059779,CUST003921,2022-08-18,Critical Illness,526480.09,Approved,60.0,0,ADJ024
CLM0011266,POL0073923,CUST006482,2024-11-12,Disability,438176.35,Approved,191.0,0,ADJ009
CLM0011267,POL0003498,CUST008369,2023-04-13,Disability,272916.78,Approved,18.0,0,ADJ009
CLM0011268,POL0060455,CUST006039,2025-05-14,Fire,39628.59,Approved,16.0,0,ADJ023
CLM0011269,POL0053512,CUST001964,2023-03-29,Disability,222097.87,Approved,62.0,0,ADJ011
CLM0011270,POL0034536,CUST009635,2025-03-23,Water Damage,91979.49,Approved,5.0,0,ADJ032
CLM0011271,POL0033863,CUST010838,2021-04-03,Liability,217414.95,Approved,83.0,0,ADJ048
CLM0011272,POL0053319,CUST004198,2025-05-08,Medical Emergency,3153.31,Approved,4.0,0,ADJ021
CLM0011273,POL0036199,CUST004612,2022-03-13,Collision,33296.06,Approved,5.0,0,ADJ047
CLM0011274,POL0019809,CUST012225,2024-10-10,Theft,57542.11,Under Investigation,,0,ADJ012
CLM0011275,POL0059566,CUST014081,2021-04-29,Fire,3774.65,Approved,19.0,0,ADJ015
CLM0011276,POL0020347,CUST007122,2025-05-09,Liability,31213.05,Denied,63.0,0,ADJ044
CLM0011277,POL0048493,CUST009265,2022-04-07,Vision,50000.0,Approved,18.0,0,ADJ027
CLM0011278,POL0003592,CUST005336,2021-09-15,Critical Illness,500039.61,Under Investigation,,1,ADJ044
CLM0011279,POL0024834,CUST004678,2024-12-19,Disability,291189.0,Under Investigation,,1,ADJ015
CLM0011280,POL0061931,CUST012601,2024-11-07,Workers Comp,9439.22,Approved,1.0,0,ADJ040
CLM0011281,POL0015382,CUST013858,2025-03-27,Comprehensive,35295.62,Approved,13.0,0,ADJ004
CLM0011283,POL0017058,CUST011013,2025-04-28,Critical Illness,750760.39,Pending,,1,ADJ047
CLM0011284,POL0038638,CUST000812,2023-07-04,Disability,421864.35,Approved,79.0,0,ADJ015
CLM0011286,POL0063354,CUST014887,2025-06-11,Dental,50000.0,Denied,53.0,0,ADJ050
CLM0011287,POL0050535,CUST012904,2021-08-18,Theft,1807.26,Approved,5.0,0,ADJ018
CLM0011288,POL0049292,CUST004241,2020-10-21,Disability,1522963.75,Approved,15.0,0,ADJ011
CLM0011289,POL0022513,CUST012320,2022-06-03,Mental Health,50000.0,Approved,20.0,0,ADJ018
CLM0011290,POL0009014,CUST000898,2023-04-02,Theft,15057.31,Approved,40.0,0,ADJ037
CLM0011291,POL0034890,CUST004453,2024-10-28,Death,262034.42,Denied,76.0,1,ADJ013
CLM0011292,POL0014244,CUST012805,2024-08-25,Trip Cancellation,7925.14,Pending,,0,ADJ038
CLM0011293,POL0056081,CUST002023,2023-10-16,Disability,615670.25,Denied,4.0,0,ADJ006
CLM0011294,POL0041055,CUST009235,2021-12-14,Liability,15371.42,Approved,48.0,0,ADJ014
CLM0011295,POL0022276,CUST013937,2023-04-08,Fire,71287.01,Approved,50.0,0,ADJ015
CLM0011296,POL0044348,CUST000534,2024-03-29,Death,404595.7,Approved,30.0,0,ADJ040
CLM0011297,POL0027216,CUST002196,2021-08-22,Cyber,24502.72,Approved,11.0,0,ADJ008
CLM0011298,POL0059839,CUST003472,2020-10-13,Liability,43574.19,Approved,35.0,0,ADJ049
CLM0011299,POL0013582,CUST014224,2021-12-23,Death,204962.12,Approved,0.0,0,ADJ041
CLM0011300,POL0057705,CUST010308,2022-06-27,Collision,17537.0,Approved,16.0,0,ADJ047
CLM0011301,POL0048281,CUST001733,2023-10-04,Vandalism,5718.93,Pending,,1,ADJ035
CLM0011302,POL0003613,CUST008320,2024-11-21,Death,114109.82,Approved,0.0,0,ADJ026
CLM0011303,POL0001333,CUST014754,2021-11-21,Medical Emergency,1614.64,Pending,,1,ADJ025
CLM0011304,POL0044031,CUST009278,2022-09-19,Theft,104438.92,Approved,80.0,0,ADJ032
CLM0011305,POL0034693,CUST011985,2025-05-07,Liability,127317.64,Under Investigation,,0,ADJ008
CLM0011308,POL0025387,CUST011039,2024-02-25,Vision,160992.26,Approved,13.0,0,ADJ032
CLM0011309,POL0022482,CUST002159,2022-01-14,Theft,43154.79,Approved,2.0,0,ADJ018
CLM0011310,POL0043694,CUST003046,2024-08-10,Trip Cancellation,10000.0,Approved,34.0,0,ADJ017
CLM0011311,POL0028699,CUST012518,2023-05-31,Vandalism,16298.26,Approved,5.0,0,ADJ033
CLM0011312,POL0060829,CUST000634,2021-10-26,Death,299784.71,Approved,1.0,0,ADJ041
CLM0011313,POL0063101,CUST010815,2023-07-11,Trip Cancellation,3546.92,Approved,2.0,0,ADJ010
CLM0011314,POL0031427,CUST013494,2025-03-23,Fire,11656.95,Approved,15.0,0,ADJ031
CLM0011315,POL0050871,CUST011344,2022-05-08,Liability,17988.78,Approved,2.0,0,ADJ041
CLM0011317,POL0055919,CUST010402,2022-07-12,Storm,12422.85,Approved,13.0,0,ADJ022
CLM0011318,POL0047938,CUST001355,2022-04-11,Disability,879828.24,Approved,221.0,0,ADJ016
CLM0011319,POL0014873,CUST001323,2025-06-14,Trip Cancellation,4103.85,Approved,20.0,0,ADJ016
CLM0011320,POL0054820,CUST009624,2020-12-01,Medical Emergency,7186.87,Pending,,0,ADJ019
CLM0011321,POL0004194,CUST010434,2022-08-21,Fire,46898.44,Approved,47.0,0,ADJ002
CLM0011322,POL0072348,CUST000220,2025-05-12,Disability,749209.21,Approved,26.0,0,ADJ013
CLM0011324,POL0018053,CUST003074,2024-04-17,Critical Illness,637785.12,Under Investigation,,1,ADJ038
CLM0011325,POL0002382,CUST003830,2021-08-13,Death,649500.91,Approved,161.0,0,ADJ013
CLM0011326,POL0038623,CUST001180,2025-05-06,Mental Health,50000.0,Approved,29.0,0,ADJ029
CLM0011327,POL0015529,CUST014677,2024-03-04,Critical Illness,947095.92,Approved,77.0,0,ADJ027
CLM0011328,POL0070985,CUST010305,2025-06-14,Liability,94220.22,Approved,44.0,0,ADJ010
CLM0011329,POL0053414,CUST003570,2021-05-20,Storm,22261.71,Denied,3.0,0,ADJ050
CLM0011330,POL0044003,CUST003265,2025-05-20,Disability,498892.46,Approved,117.0,1,ADJ030
CLM0011331,POL0054418,CUST001715,2021-02-11,Cyber,18499.8,Approved,15.0,0,ADJ017
CLM0011332,POL0027199,CUST002421,2022-08-01,Dental,563.82,Approved,58.0,0,ADJ014
CLM0011333,POL0041449,CUST014605,2023-08-12,Disability,276798.0,Approved,54.0,0,ADJ036
CLM0011334,POL0074613,CUST005744,2024-02-26,Critical Illness,1245508.45,Approved,76.0,0,ADJ022
CLM0011335,POL0042390,CUST005237,2022-01-23,Medical,29848.5,Denied,94.0,0,ADJ015
CLM0011336,POL0058161,CUST000774,2023-04-27,Vandalism,3170.22,Denied,6.0,0,ADJ011
CLM0011337,POL0035700,CUST012117,2023-05-08,Liability,11292.9,Pending,,0,ADJ036
CLM0011338,POL0032059,CUST007415,2025-06-05,Storm,10027.92,Approved,7.0,1,ADJ049
CLM0011339,POL0071774,CUST007750,2021-04-18,Liability,305343.0,Approved,188.0,0,ADJ035
CLM0011340,POL0033067,CUST009950,2022-03-12,Theft,30667.34,Approved,35.0,0,ADJ031
CLM0011341,POL0050496,CUST009472,2024-08-25,Comprehensive,9049.55,Approved,63.0,0,ADJ037
CLM0011342,POL0027070,CUST004895,2024-06-15,Mental Health,242783.94,Under Investigation,,0,ADJ012
CLM0011343,POL0060346,CUST014475,2023-05-09,Vandalism,4842.57,Denied,38.0,1,ADJ043
CLM0011344,POL0040916,CUST007054,2024-01-05,Death,658004.32,Approved,52.0,0,ADJ033
