interaction_id,customer_id,interaction_date,interaction_type,channel,duration_minutes,satisfaction_score,resolution_status,agent_id
INT00022996,CUST011850,2025-01-25,Billing Question,Phone,21,3,Resolved,AGT009
INT00022997,CUST002252,2022-05-20,Inquiry,In-Person,14,5,Resolved,AGT096
INT00022998,CUST002694,2024-08-28,Billing Question,In-Person,1,3,Resolved,AGT074
INT00022999,CUST000386,2022-11-12,Policy Change,Email,16,5,Resolved,AGT196
INT00023000,CUST001526,2023-05-04,Claim Support,Chat,66,4,Resolved,AGT122
INT00023001,CUST014132,2024-07-25,Inquiry,Phone,7,3,Resolved,AGT183
INT00023002,CUST005302,2023-06-10,Complaint,Email,12,3,Resolved,AGT042
INT00023003,CUST014151,2022-03-31,Inquiry,Phone,8,2,Pending,AGT168
INT00023004,CUST013068,2025-01-10,New Policy,Mobile App,1,2,Resolved,AGT165
INT00023005,CUST004296,2025-06-11,Policy Change,Phone,12,4,Pending,AGT047
INT00023006,CUST004640,2023-12-24,Complaint,Chat,32,1,Resolved,AGT144
INT00023007,CUST010871,2024-08-17,Complaint,Chat,24,4,Resolved,AGT132
INT00023008,CUST012024,2023-03-28,Policy Change,Phone,51,5,Resolved,AGT109
INT00023009,CUST013797,2025-06-08,Inquiry,Phone,9,2,Pending,AGT132
INT00023010,CUST009864,2021-10-18,Claim Support,In-Person,11,3,Pending,AGT049
INT00023011,CUST003453,2023-01-03,Inquiry,Phone,30,3,Resolved,AGT200
INT00023012,CUST014016,2024-03-29,Inquiry,In-Person,73,1,Resolved,AGT120
INT00023013,CUST001173,2025-03-14,Billing Question,Phone,24,3,Resolved,AGT175
INT00023014,CUST002422,2023-11-20,Inquiry,Phone,28,4,Resolved,AGT144
INT00023015,CUST010921,2022-04-04,Inquiry,In-Person,3,5,Resolved,AGT030
INT00023016,CUST001019,2022-12-29,Inquiry,Phone,7,5,Resolved,AGT193
INT00023017,CUST005151,2023-07-12,Cancellation Request,Chat,2,4,Resolved,AGT117
INT00023018,CUST004205,2025-06-19,Claim Support,Phone,11,4,Resolved,AGT070
INT00023019,CUST005219,2023-03-13,Policy Change,Mobile App,16,4,Resolved,AGT144
INT00023020,CUST005298,2025-06-21,Policy Change,Phone,6,3,Resolved,AGT133
INT00023021,CUST003593,2025-01-29,Billing Question,Email,4,4,Resolved,AGT156
INT00023022,CUST003865,2025-04-15,Complaint,Email,1,2,Pending,AGT161
INT00023023,CUST008507,2024-06-22,Claim Support,Email,20,2,Escalated,AGT042
INT00023024,CUST008231,2025-03-05,Inquiry,Email,10,4,Resolved,AGT013
INT00023025,CUST001394,2023-12-26,Claim Support,Mobile App,22,4,Resolved,AGT004
INT00023026,CUST012340,2024-06-20,Policy Change,Email,9,3,Resolved,AGT134
INT00023027,CUST005881,2024-03-20,Policy Change,Chat,8,3,Resolved,AGT038
INT00023028,CUST007372,2023-01-16,Claim Support,In-Person,156,3,Resolved,AGT006
INT00023029,CUST010138,2025-03-12,Inquiry,Chat,15,3,Resolved,AGT075
INT00023030,CUST008141,2025-06-16,Claim Support,Phone,7,5,Resolved,AGT006
INT00023031,CUST007161,2025-06-09,Inquiry,Email,8,3,Resolved,AGT131
INT00023032,CUST002344,2025-04-20,Inquiry,Email,3,1,Pending,AGT002
INT00023033,CUST005471,2024-01-02,Policy Change,Chat,99,3,Resolved,AGT143
INT00023034,CUST004326,2024-08-23,Policy Change,Email,13,3,Resolved,AGT170
INT00023035,CUST012260,2025-05-05,Complaint,Mobile App,1,3,Escalated,AGT134
INT00023036,CUST013733,2021-09-04,Policy Change,Phone,12,3,Resolved,AGT034
INT00023037,CUST006530,2020-12-16,New Policy,Chat,48,3,Escalated,AGT173
INT00023038,CUST012639,2023-09-13,Inquiry,Chat,1,4,Resolved,AGT138
INT00023039,CUST012234,2025-05-08,Inquiry,Phone,9,4,Resolved,AGT103
INT00023040,CUST002000,2024-11-04,Claim Support,Chat,13,2,Resolved,AGT040
INT00023041,CUST012244,2022-03-23,Claim Support,Phone,23,3,Resolved,AGT173
INT00023042,CUST006042,2024-10-29,Complaint,Email,1,4,Resolved,AGT116
INT00023043,CUST011294,2025-05-16,Billing Question,Phone,38,2,Pending,AGT194
INT00023044,CUST013981,2022-09-05,Claim Support,In-Person,6,4,Resolved,AGT154
INT00023045,CUST003245,2025-06-29,Claim Support,Phone,2,4,Resolved,AGT041
INT00023046,CUST014634,2022-03-08,Claim Support,Mobile App,12,3,Resolved,AGT074
INT00023047,CUST013688,2025-06-07,Inquiry,Chat,10,5,Resolved,AGT093
INT00023048,CUST001878,2021-10-23,Claim Support,Chat,12,3,Resolved,AGT023
INT00023049,CUST009260,2024-02-18,Inquiry,Phone,8,3,Resolved,AGT067
INT00023050,CUST005724,2025-06-30,Claim Support,Phone,12,3,Resolved,AGT120
INT00023051,CUST012707,2024-08-11,Policy Change,Email,6,4,Resolved,AGT017
INT00023052,CUST005388,2022-06-20,Claim Support,Chat,39,3,Pending,AGT096
INT00023053,CUST006562,2024-08-13,Claim Support,Mobile App,7,3,Resolved,AGT142
INT00023054,CUST012670,2024-02-14,Policy Change,Chat,26,4,Resolved,AGT093
INT00023055,CUST006471,2025-06-08,Claim Support,Chat,10,3,Resolved,AGT080
INT00023056,CUST004777,2025-06-30,Inquiry,Email,1,5,Escalated,AGT200
INT00023057,CUST005147,2024-01-22,Inquiry,Chat,5,4,Resolved,AGT140
INT00023058,CUST009163,2025-02-13,Policy Change,Email,5,3,Resolved,AGT146
INT00023059,CUST005737,2025-05-18,Billing Question,Email,7,2,Escalated,AGT061
INT00023060,CUST010242,2025-05-28,Claim Support,Phone,7,4,Pending,AGT040
INT00023061,CUST006969,2021-10-30,Inquiry,Phone,39,3,Resolved,AGT094
INT00023062,CUST001040,2022-01-29,Inquiry,Chat,2,5,Resolved,AGT048
INT00023063,CUST014174,2022-02-03,Claim Support,Email,10,5,Resolved,AGT110
INT00023064,CUST014543,2024-10-01,Inquiry,Chat,1,3,Resolved,AGT109
INT00023065,CUST012131,2025-04-28,Inquiry,Mobile App,5,3,Pending,AGT017
INT00023066,CUST014178,2024-11-24,Inquiry,Phone,1,2,Resolved,AGT095
INT00023067,CUST001445,2024-03-02,Claim Support,In-Person,2,3,Resolved,AGT052
INT00023068,CUST000451,2023-02-03,Complaint,Email,10,3,Resolved,AGT077
INT00023069,CUST012231,2025-06-13,Inquiry,In-Person,36,3,Resolved,AGT183
INT00023070,CUST005845,2022-03-23,Inquiry,Chat,1,4,Resolved,AGT048
INT00023071,CUST013755,2024-07-10,Billing Question,Phone,3,4,Resolved,AGT067
INT00023072,CUST001512,2022-01-09,Inquiry,Email,17,4,Pending,AGT091
INT00023073,CUST008558,2025-05-08,Complaint,Phone,29,1,Pending,AGT163
INT00023074,CUST008872,2023-12-15,New Policy,Chat,21,4,Resolved,AGT083
INT00023075,CUST011123,2025-06-23,Billing Question,Mobile App,15,3,Resolved,AGT141
INT00023076,CUST000474,2024-08-02,Complaint,Email,9,4,Resolved,AGT066
INT00023077,CUST007830,2022-11-20,Inquiry,Phone,5,3,Pending,AGT032
INT00023078,CUST001228,2025-03-10,Claim Support,Chat,28,3,Resolved,AGT126
INT00023079,CUST001702,2025-02-03,Inquiry,Phone,5,3,Resolved,AGT006
INT00023080,CUST003154,2025-01-21,Billing Question,Email,10,3,Resolved,AGT064
INT00023081,CUST005149,2025-06-04,Inquiry,Mobile App,7,4,Closed,AGT080
INT00023082,CUST006675,2021-09-08,Complaint,Chat,4,4,Resolved,AGT037
INT00023083,CUST003415,2022-10-23,Complaint,Phone,6,2,Resolved,AGT011
INT00023084,CUST000800,2023-08-20,Complaint,Chat,19,3,Pending,AGT195
INT00023085,CUST004557,2023-11-12,Billing Question,Email,8,3,Pending,AGT103
INT00023086,CUST014690,2023-07-27,Inquiry,Phone,15,3,Pending,AGT173
INT00023087,CUST002070,2023-01-18,Policy Change,Phone,11,4,Resolved,AGT010
INT00023088,CUST007991,2024-12-24,Inquiry,Email,3,3,Resolved,AGT146
INT00023089,CUST004137,2024-01-05,Claim Support,Chat,22,5,Resolved,AGT192
INT00023090,CUST003439,2025-03-11,Claim Support,Phone,19,5,Resolved,AGT146
INT00023091,CUST006612,2025-05-20,Complaint,Email,5,2,Pending,AGT122
INT00023092,CUST009531,2025-05-01,Complaint,Mobile App,2,3,Pending,AGT135
INT00023093,CUST011264,2024-07-08,Inquiry,Mobile App,3,3,Resolved,AGT172
INT00023094,CUST009402,2023-10-11,New Policy,Email,14,3,Resolved,AGT009
INT00023095,CUST002807,2024-04-03,Policy Change,Mobile App,31,3,Resolved,AGT049
INT00023096,CUST010892,2024-04-20,Billing Question,Email,1,4,Resolved,AGT002
INT00023097,CUST012362,2022-06-09,Policy Change,Phone,22,4,Resolved,AGT191
INT00023098,CUST003785,2024-12-19,Policy Change,Email,1,3,Pending,AGT093
INT00023099,CUST011521,2024-12-23,Inquiry,Mobile App,10,4,Resolved,AGT154
INT00023100,CUST008757,2025-04-13,Complaint,Chat,5,3,Resolved,AGT033
INT00023101,CUST014277,2023-07-09,Inquiry,Mobile App,5,3,Resolved,AGT187
INT00023102,CUST008228,2025-01-02,Inquiry,Phone,15,4,Escalated,AGT029
INT00023103,CUST013921,2024-08-20,Inquiry,Chat,8,2,Pending,AGT119
INT00023104,CUST012946,2025-06-30,Inquiry,Email,3,3,Resolved,AGT123
INT00023105,CUST005558,2024-05-19,Claim Support,Mobile App,39,1,Pending,AGT126
INT00023106,CUST013977,2025-06-28,Inquiry,In-Person,53,2,Pending,AGT188
INT00023107,CUST013334,2023-12-17,Complaint,Email,1,3,Resolved,AGT028
INT00023108,CUST001193,2022-12-03,Claim Support,Chat,17,3,Resolved,AGT158
INT00023109,CUST005042,2022-04-13,Claim Support,Email,2,4,Resolved,AGT189
INT00023110,CUST008860,2025-04-04,Complaint,Mobile App,42,1,Resolved,AGT172
INT00023111,CUST013013,2023-05-03,Inquiry,Chat,31,4,Resolved,AGT179
INT00023112,CUST012062,2025-07-02,Inquiry,Email,8,4,Resolved,AGT161
INT00023113,CUST008374,2025-06-04,Claim Support,In-Person,63,4,Resolved,AGT089
INT00023114,CUST013297,2022-10-16,Inquiry,Chat,7,4,Resolved,AGT104
INT00023115,CUST010727,2024-08-15,Claim Support,Phone,144,3,Closed,AGT041
INT00023116,CUST001530,2024-06-09,Inquiry,Email,12,2,Resolved,AGT046
INT00023117,CUST006762,2023-07-17,Billing Question,Chat,11,4,Resolved,AGT065
INT00023118,CUST003242,2021-01-19,Policy Change,Email,11,5,Resolved,AGT022
INT00023119,CUST005144,2025-05-02,Policy Change,Email,6,3,Resolved,AGT021
INT00023120,CUST004997,2025-05-10,Policy Change,Chat,16,4,Resolved,AGT051
INT00023121,CUST002720,2024-10-29,Inquiry,Mobile App,7,5,Resolved,AGT067
INT00023122,CUST013220,2025-05-19,Inquiry,Mobile App,6,5,Resolved,AGT073
INT00023123,CUST004904,2020-09-29,Inquiry,Chat,8,4,Resolved,AGT065
INT00023124,CUST014106,2024-07-27,Inquiry,Phone,24,4,Resolved,AGT154
INT00023125,CUST000473,2023-08-11,Policy Change,Chat,5,3,Resolved,AGT130
INT00023126,CUST012542,2024-01-15,Policy Change,Phone,59,4,Resolved,AGT050
INT00023127,CUST014147,2024-11-26,Complaint,Chat,5,2,Pending,AGT045
INT00023128,CUST011667,2024-08-30,Complaint,Phone,11,3,Resolved,AGT137
INT00023129,CUST003323,2025-05-19,Inquiry,Phone,61,3,Resolved,AGT059
INT00023130,CUST009818,2024-07-09,Inquiry,In-Person,4,3,Resolved,AGT049
INT00023131,CUST014913,2023-04-21,Policy Change,Email,26,4,Resolved,AGT098
INT00023132,CUST003500,2024-05-19,Complaint,Phone,17,2,Pending,AGT101
INT00023133,CUST011019,2024-04-06,Claim Support,Phone,29,4,Resolved,AGT096
INT00023134,CUST012904,2025-02-22,Complaint,Email,6,2,Escalated,AGT061
INT00023135,CUST006800,2022-05-29,Billing Question,Phone,18,4,Resolved,AGT113
INT00023136,CUST006660,2021-12-07,Policy Change,Phone,26,2,Resolved,AGT057
INT00023137,CUST012477,2025-02-21,Complaint,Mobile App,14,3,Resolved,AGT176
INT00023138,CUST011147,2025-04-05,Inquiry,Email,8,3,Pending,AGT009
INT00023139,CUST004305,2024-06-08,Cancellation Request,In-Person,14,4,Resolved,AGT179
INT00023140,CUST009048,2020-11-08,Inquiry,Chat,37,3,Resolved,AGT010
INT00023141,CUST009071,2022-09-08,Policy Change,Chat,6,3,Pending,AGT029
INT00023142,CUST000996,2024-07-09,Claim Support,Phone,35,3,Pending,AGT022
INT00023143,CUST006214,2024-03-07,New Policy,Mobile App,12,3,Resolved,AGT038
INT00023144,CUST000457,2022-10-27,Policy Change,Email,13,3,Pending,AGT065
INT00023145,CUST014376,2025-03-14,Policy Change,Phone,16,3,Pending,AGT189
INT00023146,CUST012341,2025-04-26,Billing Question,Chat,1,5,Resolved,AGT028
INT00023147,CUST008205,2025-05-11,Inquiry,Chat,8,2,Resolved,AGT125
INT00023148,CUST014118,2024-06-13,Complaint,Mobile App,100,2,Resolved,AGT085
INT00023149,CUST005680,2025-06-19,Inquiry,Chat,4,2,Pending,AGT160
INT00023150,CUST003862,2025-04-19,Inquiry,Phone,1,4,Escalated,AGT043
INT00023151,CUST009760,2025-05-17,Policy Change,Phone,1,2,Pending,AGT003
INT00023152,CUST010667,2023-12-20,Policy Change,Phone,5,3,Pending,AGT061
INT00023153,CUST002916,2025-06-02,Complaint,Email,5,4,Resolved,AGT128
INT00023154,CUST013265,2024-06-29,Policy Change,Phone,21,3,Resolved,AGT025
INT00023155,CUST013360,2025-05-28,Claim Support,Phone,44,4,Resolved,AGT048
INT00023156,CUST006935,2023-09-24,Policy Change,Email,3,4,Resolved,AGT035
INT00023157,CUST014211,2025-06-20,Claim Support,Phone,47,4,Resolved,AGT193
INT00023158,CUST000533,2024-04-18,Inquiry,Email,10,4,Resolved,AGT129
INT00023159,CUST001497,2025-02-09,Complaint,In-Person,1,4,Resolved,AGT069
INT00023160,CUST003724,2024-01-27,Claim Support,Email,5,4,Resolved,AGT013
INT00023161,CUST001072,2024-10-12,Inquiry,In-Person,9,4,Resolved,AGT031
INT00023162,CUST007512,2022-04-28,Claim Support,Chat,5,4,Resolved,AGT032
INT00023163,CUST005323,2022-07-17,Claim Support,Email,2,4,Resolved,AGT108
INT00023164,CUST012620,2025-03-22,Claim Support,In-Person,4,3,Resolved,AGT079
INT00023165,CUST004656,2021-06-24,Complaint,Email,14,2,Resolved,AGT039
INT00023166,CUST013113,2022-09-30,Inquiry,Email,3,4,Resolved,AGT048
INT00023167,CUST005479,2023-12-23,Inquiry,Mobile App,21,3,Resolved,AGT005
INT00023168,CUST006946,2025-02-08,Inquiry,Email,4,3,Pending,AGT152
INT00023169,CUST009569,2025-02-25,Complaint,Chat,9,3,Pending,AGT169
INT00023170,CUST004167,2024-06-25,Complaint,Mobile App,31,2,Escalated,AGT049
INT00023171,CUST000492,2025-04-26,Policy Change,Phone,12,4,Resolved,AGT050
INT00023172,CUST000762,2023-03-10,Billing Question,Phone,13,3,Pending,AGT139
INT00023173,CUST005654,2024-09-20,Claim Support,Phone,38,3,Resolved,AGT155
INT00023174,CUST007763,2024-10-21,Policy Change,Phone,4,3,Resolved,AGT055
INT00023175,CUST006376,2024-02-08,Complaint,Phone,44,3,Resolved,AGT174
INT00023176,CUST008142,2023-12-21,Inquiry,Phone,12,3,Resolved,AGT160
INT00023177,CUST010700,2022-08-25,Inquiry,Chat,10,3,Resolved,AGT075
INT00023178,CUST003466,2024-02-07,Inquiry,Phone,23,3,Resolved,AGT182
INT00023179,CUST004544,2024-10-19,Policy Change,Email,9,4,Resolved,AGT189
INT00023180,CUST002471,2025-02-16,Inquiry,Email,4,3,Resolved,AGT180
INT00023181,CUST007986,2023-11-24,Complaint,Phone,4,2,Resolved,AGT058
INT00023182,CUST008326,2023-10-11,Claim Support,Email,20,3,Resolved,AGT105
INT00023183,CUST011092,2023-11-10,Billing Question,In-Person,10,2,Pending,AGT159
INT00023184,CUST008065,2023-11-07,Inquiry,Chat,41,2,Resolved,AGT053
INT00023185,CUST011688,2022-11-26,Inquiry,Chat,18,3,Resolved,AGT175
INT00023186,CUST005530,2025-06-25,Billing Question,Email,1,4,Resolved,AGT060
INT00023187,CUST010164,2023-07-09,Inquiry,Email,1,4,Resolved,AGT127
INT00023188,CUST002013,2020-07-23,Inquiry,Phone,3,3,Pending,AGT043
INT00023189,CUST005034,2023-09-13,Claim Support,Mobile App,8,4,Resolved,AGT192
INT00023190,CUST011462,2023-08-16,Complaint,Phone,27,2,Resolved,AGT037
INT00023191,CUST013084,2023-11-13,Inquiry,Phone,37,4,Resolved,AGT100
INT00023192,CUST012585,2023-04-15,Policy Change,In-Person,12,3,Resolved,AGT053
INT00023193,CUST006841,2021-11-30,Billing Question,Mobile App,4,4,Resolved,AGT168
INT00023194,CUST004535,2023-04-08,Complaint,Email,5,4,Resolved,AGT044
INT00023195,CUST012470,2025-04-16,Complaint,Email,1,2,Resolved,AGT187
INT00023196,CUST000528,2025-04-11,Claim Support,Email,1,4,Resolved,AGT021
INT00023197,CUST002938,2025-02-01,Policy Change,In-Person,46,2,Pending,AGT120
INT00023198,CUST011692,2025-04-24,Inquiry,Phone,1,4,Resolved,AGT081
INT00023199,CUST009003,2024-12-07,Billing Question,Chat,15,3,Resolved,AGT178
INT00023200,CUST004120,2025-07-02,Complaint,Chat,10,2,Escalated,AGT090
INT00023201,CUST010515,2024-09-04,Policy Change,Phone,24,4,Resolved,AGT063
INT00023202,CUST002760,2023-02-01,Inquiry,Email,30,3,Resolved,AGT092
INT00023203,CUST002160,2022-12-20,Complaint,Email,1,2,Pending,AGT061
INT00023204,CUST002466,2024-08-09,Complaint,Email,3,3,Pending,AGT171
INT00023205,CUST008943,2021-01-29,Complaint,Email,29,2,Escalated,AGT113
INT00023206,CUST014399,2021-11-08,Inquiry,Chat,5,3,Escalated,AGT019
INT00023207,CUST010285,2024-10-28,Policy Change,Chat,9,4,Resolved,AGT184
INT00023208,CUST010381,2022-03-21,Billing Question,Chat,1,4,Resolved,AGT073
INT00023209,CUST008533,2024-05-19,Claim Support,Email,8,4,Resolved,AGT114
INT00023210,CUST009358,2022-09-19,Policy Change,Mobile App,4,4,Resolved,AGT089
INT00023211,CUST002818,2025-01-07,Cancellation Request,Mobile App,61,2,Pending,AGT191
INT00023212,CUST004567,2025-05-21,Inquiry,Chat,4,3,Resolved,AGT072
INT00023213,CUST009637,2024-06-20,Billing Question,Email,12,2,Resolved,AGT009
INT00023214,CUST014831,2024-03-14,Inquiry,Phone,7,4,Resolved,AGT188
INT00023215,CUST002663,2024-12-05,Inquiry,Email,3,3,Resolved,AGT109
INT00023216,CUST014378,2024-12-15,New Policy,Chat,42,3,Resolved,AGT160
INT00023217,CUST013892,2024-08-12,Policy Change,Mobile App,5,3,Pending,AGT004
INT00023218,CUST012583,2022-02-12,Claim Support,Chat,9,4,Resolved,AGT023
INT00023219,CUST005555,2024-02-17,Claim Support,Phone,99,2,Pending,AGT127
INT00023220,CUST009923,2024-05-10,Billing Question,Phone,15,3,Resolved,AGT075
INT00023221,CUST004050,2025-06-12,Inquiry,Chat,1,4,Resolved,AGT001
INT00023222,CUST004189,2025-05-17,New Policy,Chat,1,3,Resolved,AGT097
INT00023223,CUST008447,2025-02-18,Complaint,Email,17,3,Resolved,AGT072
INT00023224,CUST002470,2024-03-12,Inquiry,Chat,32,4,Resolved,AGT119
INT00023225,CUST005841,2025-01-23,Claim Support,Phone,42,3,Pending,AGT138
INT00023226,CUST004088,2025-06-01,Inquiry,Mobile App,1,3,Pending,AGT059
INT00023227,CUST009913,2024-04-14,Complaint,In-Person,35,2,Resolved,AGT128
INT00023228,CUST013571,2024-09-14,Inquiry,Mobile App,6,3,Pending,AGT198
INT00023229,CUST009168,2024-05-02,Inquiry,Phone,4,4,Resolved,AGT021
INT00023230,CUST007721,2024-10-16,Complaint,Email,43,2,Resolved,AGT166
INT00023231,CUST013352,2023-02-21,Inquiry,Email,11,5,Resolved,AGT112
INT00023232,CUST003246,2022-07-15,Claim Support,In-Person,30,1,Resolved,AGT195
INT00023233,CUST011207,2023-11-04,Complaint,Chat,18,3,Resolved,AGT141
INT00023234,CUST001771,2025-05-06,Claim Support,In-Person,30,2,Pending,AGT096
INT00023235,CUST009657,2022-03-28,Policy Change,Phone,30,4,Resolved,AGT187
INT00023236,CUST011139,2024-09-10,Complaint,Phone,62,2,Resolved,AGT055
INT00023237,CUST011534,2023-05-09,Inquiry,Phone,18,4,Resolved,AGT165
INT00023238,CUST005036,2025-06-24,Complaint,Email,1,2,Pending,AGT099
INT00023239,CUST013700,2023-10-10,Billing Question,Email,7,3,Resolved,AGT064
INT00023240,CUST001373,2025-02-28,Inquiry,Phone,27,3,Pending,AGT077
INT00023241,CUST006431,2024-11-19,Complaint,Email,4,3,Pending,AGT142
INT00023242,CUST004171,2022-07-17,Cancellation Request,Email,1,4,Resolved,AGT175
INT00023243,CUST013033,2024-11-11,Cancellation Request,Chat,5,3,Resolved,AGT120
INT00023244,CUST011029,2022-04-20,Policy Change,Phone,35,3,Resolved,AGT193
INT00023245,CUST010270,2024-02-10,Complaint,Email,1,4,Pending,AGT053
INT00023246,CUST004039,2024-07-24,Policy Change,Phone,10,3,Resolved,AGT131
INT00023247,CUST010982,2025-06-21,Policy Change,Email,9,4,Resolved,AGT159
INT00023248,CUST005616,2022-02-04,Complaint,Chat,13,4,Resolved,AGT013
INT00023249,CUST003001,2021-08-10,Inquiry,Chat,3,3,Resolved,AGT181
INT00023250,CUST014856,2025-06-05,Policy Change,Email,8,5,Resolved,AGT129
INT00023251,CUST012770,2021-10-17,Inquiry,In-Person,2,2,Escalated,AGT044
INT00023252,CUST001628,2023-01-03,Complaint,Email,14,4,Resolved,AGT034
INT00023253,CUST011996,2025-02-28,Inquiry,Email,2,5,Resolved,AGT081
INT00023254,CUST004899,2022-06-19,Billing Question,Phone,12,2,Resolved,AGT197
INT00023255,CUST011661,2023-08-25,New Policy,Email,7,4,Pending,AGT105
INT00023256,CUST001269,2024-10-31,Cancellation Request,Chat,33,4,Resolved,AGT076
INT00023257,CUST010252,2022-02-24,Inquiry,In-Person,3,5,Resolved,AGT115
INT00023258,CUST000113,2025-06-08,Complaint,Phone,33,3,Escalated,AGT096
INT00023259,CUST014353,2025-01-20,Claim Support,Mobile App,6,1,Resolved,AGT188
INT00023260,CUST012914,2025-04-12,Billing Question,Mobile App,6,4,Resolved,AGT199
INT00023261,CUST003472,2025-05-14,Complaint,Email,3,3,Resolved,AGT185
INT00023262,CUST002332,2024-03-06,Inquiry,Phone,71,3,Resolved,AGT004
INT00023263,CUST003836,2021-11-01,Claim Support,Chat,5,2,Pending,AGT026
INT00023264,CUST012417,2023-08-14,Inquiry,Phone,15,5,Resolved,AGT045
INT00023265,CUST003108,2024-04-30,Inquiry,Phone,6,4,Resolved,AGT148
INT00023266,CUST013666,2024-07-21,Complaint,In-Person,46,1,Resolved,AGT150
INT00023267,CUST014356,2025-07-02,Claim Support,Chat,141,3,Pending,AGT179
INT00023268,CUST013313,2023-09-01,Complaint,Email,2,2,Pending,AGT083
INT00023269,CUST011375,2025-05-31,New Policy,Mobile App,2,4,Resolved,AGT093
INT00023270,CUST011162,2024-10-03,Inquiry,Email,1,3,Resolved,AGT125
INT00023271,CUST009355,2025-01-21,Complaint,In-Person,19,3,Escalated,AGT070
INT00023272,CUST012923,2025-02-28,Cancellation Request,Chat,11,4,Pending,AGT149
INT00023273,CUST005083,2021-05-11,Claim Support,Email,17,4,Resolved,AGT026
INT00023274,CUST005345,2024-01-14,Claim Support,Phone,5,4,Resolved,AGT198
INT00023275,CUST007938,2025-06-07,Policy Change,Email,6,2,Resolved,AGT117
INT00023276,CUST010298,2024-11-30,Claim Support,In-Person,41,4,Resolved,AGT070
INT00023277,CUST013630,2025-01-23,Complaint,Mobile App,18,3,Resolved,AGT200
INT00023278,CUST005555,2024-05-19,Billing Question,Mobile App,1,5,Resolved,AGT198
INT00023279,CUST002616,2024-09-15,Billing Question,In-Person,97,4,Resolved,AGT076
INT00023280,CUST004954,2024-08-20,Inquiry,In-Person,44,4,Resolved,AGT107
INT00023281,CUST001435,2024-12-02,Billing Question,Mobile App,17,4,Resolved,AGT193
INT00023282,CUST002172,2024-10-02,Claim Support,Email,34,5,Resolved,AGT108
INT00023283,CUST003070,2023-04-09,Complaint,Chat,41,2,Resolved,AGT147
INT00023284,CUST009574,2025-03-09,Inquiry,In-Person,2,5,Resolved,AGT176
INT00023285,CUST001087,2024-05-03,Inquiry,In-Person,10,4,Resolved,AGT104
INT00023286,CUST008913,2025-04-14,Policy Change,Email,3,4,Resolved,AGT075
INT00023287,CUST012947,2023-02-17,Policy Change,Email,4,4,Resolved,AGT089
INT00023288,CUST013050,2024-09-10,Complaint,Chat,73,2,Resolved,AGT171
INT00023289,CUST009142,2022-09-22,Claim Support,Mobile App,24,3,Resolved,AGT033
INT00023290,CUST002828,2025-06-29,Inquiry,Phone,6,2,Resolved,AGT002
INT00023291,CUST013108,2022-07-17,Inquiry,Phone,9,4,Resolved,AGT132
INT00023292,CUST006406,2025-06-14,Claim Support,In-Person,33,3,Resolved,AGT035
INT00023293,CUST004771,2022-07-09,Inquiry,Mobile App,1,3,Resolved,AGT152
INT00023294,CUST008844,2023-05-24,Billing Question,Mobile App,10,4,Resolved,AGT023
INT00023295,CUST011605,2025-03-12,Claim Support,Chat,14,3,Resolved,AGT124
INT00023296,CUST011710,2021-04-03,Claim Support,Chat,20,3,Resolved,AGT167
INT00023297,CUST009283,2024-06-22,Policy Change,Email,8,4,Resolved,AGT200
INT00023298,CUST002802,2025-01-12,Billing Question,Mobile App,2,3,Resolved,AGT112
INT00023299,CUST007461,2023-02-17,Inquiry,Email,4,2,Resolved,AGT109
INT00023300,CUST004607,2024-07-10,Complaint,Email,22,3,Closed,AGT043
INT00023301,CUST006593,2024-08-07,Complaint,Mobile App,30,2,Resolved,AGT149
INT00023302,CUST002446,2025-03-09,Complaint,Email,2,2,Pending,AGT033
INT00023303,CUST010017,2024-08-26,New Policy,Chat,81,1,Pending,AGT023
INT00023304,CUST008041,2023-07-18,Complaint,Email,4,2,Resolved,AGT069
INT00023305,CUST005708,2024-10-23,Inquiry,Phone,3,4,Escalated,AGT058
INT00023306,CUST000723,2024-12-28,Claim Support,Chat,1,3,Closed,AGT182
INT00023307,CUST007090,2024-07-21,Billing Question,Email,13,4,Resolved,AGT089
INT00023308,CUST014042,2021-07-18,Complaint,In-Person,1,2,Pending,AGT016
INT00023309,CUST008826,2025-05-12,Inquiry,In-Person,15,5,Resolved,AGT145
INT00023310,CUST014567,2025-03-08,Inquiry,Email,1,2,Escalated,AGT199
INT00023311,CUST008103,2025-03-18,Cancellation Request,Email,10,3,Resolved,AGT070
INT00023312,CUST002440,2024-05-20,Billing Question,Phone,26,4,Resolved,AGT027
INT00023313,CUST004809,2025-06-06,Inquiry,Phone,1,3,Pending,AGT197
INT00023314,CUST014196,2023-09-09,Inquiry,Chat,26,3,Resolved,AGT095
INT00023315,CUST010310,2024-07-17,Cancellation Request,Mobile App,12,2,Resolved,AGT065
INT00023316,CUST000447,2024-05-15,Claim Support,Phone,8,3,Resolved,AGT019
INT00023317,CUST004366,2023-09-27,Billing Question,Email,19,3,Pending,AGT054
INT00023318,CUST005279,2024-06-15,Inquiry,Phone,8,2,Resolved,AGT194
INT00023319,CUST008686,2024-03-18,Policy Change,Phone,20,2,Resolved,AGT075
INT00023320,CUST009140,2024-09-07,Inquiry,In-Person,1,5,Resolved,AGT042
INT00023321,CUST006651,2023-04-11,Inquiry,Phone,19,3,Escalated,AGT019
